user_id,product_id,product_name,rating,votes,helpful_votes,ID
1835,156279,Good Will Hunting (Miramax Collector's Series),3,24,5,144552
1289,155768,Royal Wedding,5,4,4,585417
289,206074,Just Visiting,2,10,5,170792
1916,203178,2001 - A Space Odyssey (Limited Edition Collector's Set),5,0,0,745780
91,198048,The Sure Thing,4,3,3,41391
1800,215035,Bury the Hatchet,5,5,5,534903
429,32718,Not a Day Goes By,4,7,7,335228
1502,39013,Captain Underpants Boxed Set (Four Books and a Whoopee Cushion),4,10,8,663374
1412,36281,All Tomorrow's Parties,4,0,0,425154
1967,91846,Alexandria Rediscovered,4,4,4,360820
1916,111085,Egyptian Grammar: Being an Introduction to the Study of Hieroglyphs,2,12,5,716332
610,40817,"Chapterhouse Dune (Dune Chronicles, Book 6)",5,3,3,295378
114,189432,The Wizard of Oz,4,13,3,233638
1530,22615,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),5,2,2,404554
1916,86151,Bananas,4,1,0,401076
435,205870,What Women Want,4,1,1,554223
1916,128512,How to Use Tarot Spreads (Llewellyn's How to Series),5,4,4,419444
1206,90602,Ghost Towns and Mining Camps of New Mexico,4,0,0,368239
320,188516,Superfly (1972 Film),5,7,7,97834
1916,8362,"C Programming Language, 2nd Ed",5,0,0,737741
1666,212937,The Lord of the Rings - The Fellowship of the Ring (Platinum Series Special Extended Edition),3,16,1,96334
1034,177408,My Own Prison,1,2,1,582080
1609,218496,20th Century Masters - The Millennium Collection: The Best of Donna Summer,4,0,0,458831
1916,60406,APOLLO 13 (LOST MOON MOVIE TIE-IN) (Movie Tie-in),5,2,2,622456
1137,60682,Bag Of Bones,2,3,1,583497
666,192960,Serendipity,3,3,1,53426
917,199486,Lovers Rock,5,2,2,216337
1916,131147,The Concise Guide to Economics,5,2,1,712248
815,171394,Indecent Proposal: Music From The Original Motion Picture Soundtrack,5,4,4,130567
492,190887,Inspector Gadget,2,3,3,146912
1916,87397,An Introduction to Satellite Image Interpretation,5,16,0,565252
1505,29245,The House of the Seven Gables (Modern Library Classics),2,6,4,293217
1040,139408,The Wind in the Willows,4,1,1,496441
1966,10744,Utopia (Penguin Classics),5,34,31,175868
689,165029,Gershwin: Works for Piano & Orchestra,5,8,8,4578
94,174174,Kocsis Plays Bartok,5,2,2,434993
561,127739,I'm Gone: A Novel,5,10,9,328059
1576,132843,Inferno,3,0,0,150385
1428,169881,Bare Trees,4,2,2,357077
436,72244,The Da Vinci Code,4,31,15,568496
70,119307,Treasure and Scavenger Hunts,5,3,3,381820
753,142397,Six Black Presidents: Black Blood : White Masks USA,1,26,17,718795
1916,104751,The Hedgehog : An Owner's Guide to a Happy Healthy Pet (Happy Healthy Pet),4,5,3,54301
206,23833,Roses Are Red,5,3,2,110323
1916,62755,"Compass American Guides: Montana, 5th Edition (Compass American Guides Montana)",5,1,0,494617
1475,127336,Secrets Cass : A Memoir of Vietnam and the Pentagon Papers,5,20,2,335253
347,189015,The Running Man,4,0,0,112704
359,85067,One Flew Over the Cuckoo's Nest,5,7,7,62204
1916,183589,Come What May,4,2,1,619959
1913,202441,The Emperor's New Groove,4,1,1,507500
1079,78722,Splendor,5,6,6,305861
10,206884,I Bury the Living,5,5,5,92047
339,119831,"Spanish Complete Course : Basic-Intermediate, Compact Disc Edition (LL(R) Complete Basic Courses)",4,44,44,594262
567,56887,Dogs That Know When Their Owners Are Coming Home : And Other Unexplained Powers of Animals,5,2,1,349992
1187,39949,The Brethren,3,16,8,561102
214,52854,Fear of Wine : An Introductory Guide to the Grape,5,2,2,80097
1237,54364,The House on Hope Street,3,33,11,203680
1502,175985,Fistful of Metal,5,2,1,726093
1609,156563,Janet Jackson - The Velvet Rope Tour,3,2,2,636351
1221,217110,Traffic - Criterion Collection,4,4,1,717839
682,28870,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",5,2,2,84828
1916,121064,You Can't Go Wrong by Doing It Right: Principles for Running a Successful Business (Success Series) (Success Series),5,2,2,303670
70,147754,"Mission: The Birth of California, the Death of a Nation",5,1,1,363511
76,80346,Primary Colors,5,9,8,248369
1038,58639,"The Drawing of the Three (The Dark Tower, Book 2)",5,4,4,423938
1040,192960,Serendipity,3,1,1,725119
765,150431,Never on Sunday,5,5,5,528020
1354,192903,Valentine,2,1,1,472381
503,204259,Red Dragon - Collector's Edition (Widescreen),4,27,25,551312
428,215985,The Princess Diaries,5,0,0,417744
1774,196099,King of New York,5,3,3,568661
348,65679,Great Gatsby (Scribner Classics),5,0,0,440939
926,78463,Look Who's Talking,3,4,3,744199
1502,108143,Breadwinner,5,3,3,697237
1820,138989,Hostage,4,0,0,335486
165,64074,Technopoly : The Surrender of Culture to Technology (Vintage),4,9,9,539609
426,53158,The Island of the Blue Dolphins,5,0,0,398704
1484,179281,Santana (3rd Album),5,2,2,408103
866,210763,Come Away with Me,4,5,2,329188
1507,21139,Off the Chart: A Novel,5,6,5,247609
521,201284,Requiem for a Dream,4,3,2,631002
509,69692,Goodnight Moon Board Book and Slippers,5,1,1,533207
1779,85162,On Deadly Ground,3,4,2,313691
1916,61801,True Heart (Clan MacKenzie Trilogy),4,1,0,376655
1411,218954,Tick Tock Treasury,3,1,1,655049
1058,204382,Highway 61 Revisited,1,38,5,475533
1916,112877,Frozen Memories: Celebrating a Century of Minnesota Hockey,2,3,0,475387
506,207897,Beautiful Thing [IMPORT],5,6,6,497695
710,52186,Great Expectations (Bantam Classic),5,4,4,6430
1733,185312,Grease 2,1,2,1,463441
1384,141742,Losing Faith in Faith: From Preacher to Atheist,5,25,20,188990
136,52864,"The Dog Who Loved Too Much : Tales, Treatments and the Psychology of Dogs",5,4,4,162020
1184,28177,Roses Are Red,5,0,0,621948
1916,70608,Antique Maps,1,102,10,423406
1755,36394,The Absence of Nectar,5,22,19,76527
1823,89524,"Sam, Bangs & Moonshine (Owlet Book)",5,8,8,397885
1502,185783,Soccer Dog: The Movie,1,5,1,500709
783,66433,FLOATING IN MY MOTHER'S PALM,5,13,12,273472
280,86689,Mrs. Winterbourne,5,8,6,398171
1916,110770,Mount Rainier: A Climbing Guide,5,21,21,175973
70,108623,Painting Spectacular Light Effects in Watercolor,5,3,2,736798
610,52124,Heart of Darkness & The Secret Sharer (Bantam Classics),5,19,8,47677
250,196110,Truth,5,39,36,266357
1699,55641,Little Theme (My First Library),4,2,1,744826
609,206600,Shrek,3,1,0,421150
1838,203205,"Crouching Tiger, Hidden Dragon",3,4,1,676318
1526,90534,The Baptist Heritage/Four Centuries of Baptist Witness,5,2,2,316905
1105,23773,"Trials of Death (Cirque Du Freak: Saga of Darren Shan, #5)",5,0,0,136981
1945,550,Weight Watchers New Complete Cookbook,5,21,21,301493
1246,42639,"Welcome to the World, Baby Girl! : A Novel (Ballantine Reader's Circle)",4,0,0,158003
891,218082,Friday After Next,5,2,0,164959
691,113094,"The Chiron Dictionary of Greek & Roman Mythology: Gods and Goddesses, Heroes, Places, and Events of Antiquity",5,1,1,533213
1916,143845,The Art of French Vegetable Gardening,5,8,5,556837
103,192781,Gladiator,5,10,8,496514
1068,172267,Tales From The Crypt: Have Yourself A Scary Little Christmas,5,1,1,433571
1369,212524,Daryl Hall & John Oates - Video Collection: 7 Big Ones,4,13,11,575267
1526,134347,Finishing Strong : Going the Distance for Your Family,4,3,3,406685
461,59630,Deception Point,4,2,2,382196
228,78445,Men in Black (Widescreen Edition),4,1,1,523318
714,1335,Mystic River,5,4,4,744383
446,32053,Tell No One,4,28,25,529911
1286,23892,Nine Stories,5,2,2,54375
678,156546,Straw Dogs,5,5,2,159705
1593,106537,"That Was Then, This Is Now",5,0,0,638828
1916,205447,Koyaanisqatsi,5,3,1,265823
1274,88964,"Daytrips London: 50 One Day Adventures by Rail or Car, in and Around London and Southern England (Daytrips London)",5,6,5,6689
1076,212190,Wild Wolf: Mysterious Beauty,5,4,4,399012
124,21080,Black Aces High: The Story of a Modern Fighter Squadron at War,5,0,0,659649
1916,165237,Reflections,5,4,4,157757
1780,193484,Exile in Guyville,5,2,2,221115
1916,29850,Ramona and Her Father (rpkg) (Avon Camelot Books (Paperback)),4,1,1,690966
176,150586,Monty Python and the Holy Grail,5,11,10,33145
1453,11666,Of Mice and Men : (Centennial Edition),5,3,3,382228
1797,2200,Divine Secrets of the Ya-Ya Sisterhood,4,1,1,335464
1126,60683,On Writing : A Memoir Of The Craft,5,3,2,168249
110,84938,Full Metal Jacket,5,7,6,203997
1916,47697,"An Egyptian Hieroglyphic Dictionary : With an Index of English Words, King List, and Geographical List with Indexes, List of Hieroglyphic Characters, Coptic and Semitic Alphabets (Vol 2)",5,9,9,371083
1039,149345,Empire of the Sun,5,2,2,544470
1837,88193,The Other Side of Love: Handling Anger in a Godly Way,4,17,17,624273
1916,42807,Chesapeake,5,1,0,608115
1638,74390,Bush at War : Inside the Bush White House,3,7,7,64160
1136,73967,Everything's Eventual : 14 Dark Tales,4,4,3,624599
1823,53151,Anne Frank : The Diary of a Young Girl,5,17,15,373843
1916,67979,Ladies First : Revelations of a Strong Woman,5,0,0,723428
1502,29556,"Good Morning, Gorillas (Magic Tree House #26)",5,1,1,305774
972,57045,KISS and Make-up,5,0,0,528798
1860,79770,Stedman's Oncology Words,5,3,3,52467
1274,886,A Tree Grows in Brooklyn,5,2,0,624058
1916,172546,Capitol Collectors Series: Grand Funk Railroad,5,8,8,686985
854,122768,"The Expectant Father: Facts, Tips, and Advice for Dads-To-Be",4,5,5,666223
1887,215475,The Young and Hopeless,1,7,5,439032
1502,150947,The Spy Who Loved Me,4,2,0,521738
1413,106566,The Summer of the Swans,4,0,0,222650
761,52383,Lincoln's Dreams,5,4,4,198588
1498,34530,Tar Baby,5,0,0,53847
328,39949,The Brethren,4,0,0,1726
1179,181275,Kissing to Be Clever,5,6,6,59494
907,120087,The Lovely Bones,5,9,8,196672
941,74211,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",5,3,2,150910
188,98917,"The Book of Lost Tales, Part One (The History of Middle-Earth, Vol. 1)",4,15,14,578372
812,96783,The English Room,5,9,8,373098
1513,168830,Make It Last Forever,5,0,0,426460
50,158673,David Copperfield (Classic Fiction),5,2,2,224991
1013,47148,Inventing Money : The Story of Long-Term Capital Management and the Legends Behind It,4,25,24,144793
898,87790,Candy,4,24,23,435271
1502,130629,Coin Magic,4,1,1,205203
1528,12085,A Passage to India,5,12,11,399279
1951,39858,The Testament,3,0,0,166570
1442,67771,Shutter Island: A Novel,5,7,6,577568
321,166884,Starry Night,5,5,5,698577
1589,41759,The Alibi,4,28,22,360811
1419,57937,The Silmarillion,5,3,3,394380
882,7702,The Handbook of Software Quality Assurance (3rd Edition),5,43,41,666818
568,185619,Survivor - Greatest Hits,5,5,5,663860
376,192838,Almost Famous,5,3,1,299582
1916,165388,Transformer,4,3,2,282529
1578,44740,Autobiography of My Mother,5,3,2,590872
1046,60950,The 7 Habits of Highly Effective People,5,5,3,647269
1950,179642,Liquid Tension Experiment,4,2,2,190263
1691,133385,Ender's Shadow,3,4,3,628134
656,162169,Spellbound,5,4,3,620162
44,156156,Dr. Dolittle,4,1,1,713317
1804,63259,Protect and Defend : A Novel,1,9,3,701483
1785,31423,Paragon Lost : A Chronicle of the King's Blades,4,0,0,717118
1927,166398,Bach: Goldberg Variations (Gould's Exciting Debut Recording of 1955),5,7,6,677844
20,202653,The Misfits,5,7,5,313094
874,115284,From Hell,5,17,17,180978
376,216905,The King of Comedy,5,6,5,696501
1076,209484,Beverly Hills Cop - The Complete Line Up,4,6,6,692953
228,156971,As You Like It,3,8,7,237377
1916,39086,Witness,4,0,0,659029
1916,104566,Bicycling Magazine's Complete Guide to Bicycle Maintenance and Repair: Including Road Bikes and Mountain Bikes,2,3,3,558400
1555,83765,Gone With the Wind,5,11,6,469513
1657,80439,1941 (Collector's Edition),4,1,1,511591
1824,163478,Chimera,3,1,0,430476
928,127735,Faceless Killers: A Kurt Wallander Mystery,3,4,4,33963
103,73399,"The Genesis Wave, Book 2 (Star Trek: The Next Generation)",5,2,2,197537
1160,201716,The Virgin Suicides,4,1,1,434378
827,208904,The Parent Trap (Vault Disney Collection),5,1,1,519560
1146,183467,Fear of the Dark,5,0,0,180628
1519,86694,I Know What You Did Last Summer,5,1,1,98999
1916,168672,Lock 'N Load,5,1,0,736170
1319,27617,A Lesson Before Dying,4,0,0,502494
1916,190129,Heavy,5,4,4,619650
922,185771,Ringmaster,3,9,8,124594
874,209404,Robotrix,4,10,7,631358
1990,218010,How to Start a Fire,4,1,1,290092
439,52149,Dracula (Bantam Classics),4,2,2,470026
285,38333,The Spiral Path,4,1,1,464554
1631,42676,Magic Terror,1,13,3,101920
1916,181081,Renegade,5,2,2,518998
1716,94564,Tunnel,5,17,12,323444
1916,173773,The David Grisman Quintet,5,8,8,417210
1916,86190,The Amityville Horror,4,2,1,709932
1013,179941,Nosferatu,5,5,5,347018
1052,55441,"The Girl Who Cried Monster (Goosebumps, No 8)",5,1,1,428645
70,109146,"The Secrets of Afro-Cuban Divination : How to Cast the Diloggún, the Oracle of the Orishas",5,4,4,538105
427,175579,Live at Birdland,5,14,12,327742
1944,74141,True Justice,2,15,7,398418
1613,138029,The Silence of the Lambs,5,0,0,94349
485,79534,Gummo,5,6,4,355493
926,80166,Far and Away (Widescreen Edition),4,7,1,714717
1509,11218,Much Ado About Nothing (The New Penguin Shakespeare),5,15,14,208904
370,18525,Midnight Movies (Da Capo Paperback),5,5,3,93958
1772,82290,The Skin I'm in,3,2,1,172607
1827,23431,"An Unfinished Life: John F. Kennedy, 1917-1963",4,6,6,471498
221,36382,What You Owe Me,5,16,16,95680
1638,90237,Enough: Staying Human in an Engineered Age,3,54,37,129156
872,101821,Children of the Forest,5,10,10,37131
1623,66028,Vietnam the Necessary War: A Reinterpretation of America's Most Disastrous Military Conflict,5,26,17,407789
1972,205190,Imperial Metric,4,0,0,406015
293,155763,The Bells of St. Mary's,3,13,3,411533
961,214169,Back to the Future - The Complete Trilogy (Full Screen Edition),5,2,2,629431
1916,5704,Eight Days of Luke,5,4,4,438468
1178,195742,Philmore,5,0,0,644565
610,153008,The Langoliers,2,4,0,732109
982,197427,Rumpelstiltskin,3,3,3,620972
363,154955,Rocky IV,4,1,1,422152
1916,163811,Sex Machine,5,0,0,492815
1916,91415,A Confederacy of Dunces,5,0,0,742780
812,57329,Mama's Perfect Present,5,0,0,575531
1916,46351,"An Introduction to Probability Theory and Its Applications, Volume 1",5,17,8,108098
1916,180254,In His Presence,5,3,3,177823
87,73601,Lara Croft: Tomb Raider,5,1,1,426649
936,192807,The Flintstones in Viva Rock Vegas,3,5,0,3858
1916,22548,Neanderthal: A Novel,4,1,0,734828
1916,106451,The Signature Of Jesus,1,48,8,352173
1359,86002,The Miracle Worker,5,0,0,317822
950,176995,A Man for All Seasons,5,2,2,36610
1812,148829,The Adventures of Captain Marvel [Serial],5,9,6,599533
638,84948,The Road Warrior,4,2,2,456689
1542,24257,"The Robin Williams Mac OS X Book, Jaguar Edition",1,29,0,673881
88,214230,El Hombre Sin Sombra (Hollow Man),3,2,0,36019
20,204195,Austin Powers in Goldmember (Infinifilm Widescreen Edition),3,4,1,140669
1834,52168,Moby-Dick (Bantam Classic),4,2,1,613012
1982,72209,Q is for Quarry (Kinsey Millhone Mysteries (Audio)),4,2,1,601943
1916,66576,DEATH IN THE AFTERNOON,5,0,0,481630
1916,105342,The Apostles' Creed (Foundations of the Faith),5,2,1,611944
496,119932,Nine Horses: Poems (Today Show Book Club #10),5,2,2,268214
336,139009,"Red Badge of Courage, The (Classic Collection (Brilliance Audio))",5,3,3,114449
265,215533,From Hell (Single-Disc Edition),5,15,11,406315
1292,18655,How I Made a Hundred Movies in Hollywood and Never Lost a Dime,4,2,2,340848
949,206060,A Knight's Tale,4,1,1,299924
1650,199842,Babette's Feast,5,6,4,736173
1384,70665,Museum Watching,5,0,0,684217
1282,209393,Baise-Moi,1,5,2,637984
1916,65801,Beauty,1,1,0,570681
948,43292,Over the Edge (Alex Delaware),5,7,5,601482
451,198649,The Perfect Storm (Widescreen Edition),3,0,0,173421
44,196280,Toy Story - The Ultimate Toy Box (Collector's Edition),5,1,0,689515
265,184645,Dark Star,5,8,8,344366
1088,120101,Passion Marks,4,8,7,396899
1360,82627,Fay,5,9,9,378172
1759,72307,Maggie'S Way,5,2,2,275503
1593,206676,The Best of Friends Collection (Vols. 1-4),5,11,0,582387
1320,28370,Magic Terror : 7 Tales,4,5,5,351334
1502,187924,Finyl Vinyl,5,6,3,474529
910,199582,Glory (Special Edition),5,3,1,182141
196,39307,Now and Forever,5,0,0,74982
542,200856,Almost Famous,4,8,3,256621
878,60958,Many Lives Many Masters,3,33,18,376092
1120,155095,Dirty Harry,5,8,7,643757
1775,63426,Breakfast at Tiffany's : A Short Novel and Three Stories (Modern Library),5,3,3,370690
454,2142,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,5,15,6,263665
1916,167919,Alice in Chains,5,0,0,718245
483,44362,Main Street (Signet Classics (Paperback)),2,18,7,610370
321,58933,The Danish Girl,5,7,6,79382
1916,40496,It's Not the End of the World,4,1,0,386415
182,201665,The Rock - Criterion Collection,5,1,0,281762
416,119925,"Lucia, Lucia : A Novel",5,3,2,78170
70,106668,Good and Evil After Auschwitz: Ethical Implications for Today,5,2,2,532034
1358,41791,Cradle and All,5,3,1,712867
115,138395,Up Country,5,11,8,27314
1768,211934,Oliver & Company (Special Edition),5,2,2,486468
1916,100001,Life Application Study Bible: New International Version,2,9,4,447224
888,105643,MAXnotes for Metamorphosis (MAXnotes),5,15,14,618043
1591,78564,Geronimo - An American Legend,5,28,27,531412
756,81056,Developing The Leader Within You,5,34,32,556148
1197,76556,Because of Winn-Dixie (Because of Winn-Dixie),5,37,37,117388
1656,68338,Hatchet,5,0,0,447678
1418,990,Tishomingo Blues CD,5,14,11,54950
1742,167327,Draw the Line,3,6,3,497413
1784,54555,The Face,4,1,1,603948
734,85414,James Joyce's a Portrait of the Artist As a Young Man (Bloom's Notes),5,2,1,318235
519,78448,Anaconda,1,0,0,645317
710,158640,The Idiot (Classic Literature with Classical Music),5,21,15,456755
1916,31683,The Doors: The Complete Lyrics,5,2,1,670307
988,58200,Historical Theology: An Introduction to the History of Christian Thought,5,2,2,506490
671,72682,Dreamcatcher,2,11,8,413329
1916,215894,Advanced Microsoft Visual Basic 6.0 (Mps),5,3,1,413232
1110,86691,A Few Good Men (Widescreen Edition),5,4,3,415154
1824,80208,Vertigo (Widescreen Edition),5,1,1,87105
1916,115691,Waterfalls of the Southern Appalachians,5,7,7,424448
1754,153246,Hardcore,2,11,0,611589
188,38173,Big Trouble,5,6,6,234387
1916,52705,A Time to Die,5,0,0,457556
746,192919,Shrek (Two-Disc Special Edition),5,0,0,235750
1913,217597,Road to Perdition (Widescreen Edition),4,1,0,56765
1980,192350,"Killin' Jive: Complete Recordings, Vol. 1 (1939-1940)",5,1,1,235825
1084,68935,Hatchet,4,3,0,498632
1502,80498,The Prince of Egypt,5,0,0,724676
1561,203761,The Maltese Falcon,5,4,3,109439
1502,149502,Pink Floyd - Live at Pompeii,5,2,1,310863
1536,13020,Life of Pi,5,19,17,63954
1916,115541,Making Soap for Fun and Profit,5,17,2,155626
942,158625,Ulysses (Modern Fiction S.),5,12,8,208331
1403,209977,Arachnid,2,1,1,370627
1775,132309,Fingersmith,5,14,12,693654
471,132099,Brave New World (Cover to Cover Classics),3,1,0,665816
1502,121278,Scrambled States of America (HRA392),5,1,1,403335
1673,189852,Citizen Kane (Special Edition),5,9,8,13066
25,102513,The Hunt for Red October,5,0,0,441686
1367,211071,Shake Your Money Maker,4,0,0,480980
1462,53568,Red Mars (Mars Trilogy),1,18,11,343225
1916,92563,Tennis Strokes that Win,5,17,16,552454
725,27780,The Alibi (Random House Large Print),4,8,8,350730
194,166144,Boston,5,8,7,345527
456,45069,Of Mice and Men Cassette (Classics on Cassette),5,0,0,41656
334,191452,The Third Man (50th Anniversary Edition) - Criterion Collection,3,5,3,34705
208,128731,Siddhartha,5,8,5,596977
1916,77011,Texas Angel,5,11,11,3395
1916,131621,The Anxiety & Phobia Workbook,5,1,1,632667
1619,148925,Top Gun,5,8,6,596277
855,53146,Outlander,5,1,1,272593
586,198643,Frequency,3,2,0,396574
725,39462,A Time to Kill,4,7,7,131386
1916,34181,American Son: A Novel,5,4,4,158336
1277,134788,My Utmost for His Highest: Features the Author's Daily Prayers,5,22,21,569448
232,192930,Memento,5,3,3,447680
334,192759,Sabrina,5,5,4,349359
1502,165391,Kid's Dance Party [BMG Special Products Single Disc],2,1,1,88089
1179,212255,Monster's Ball,5,24,21,552928
1916,194118,Pocahontas (Disney Gold Classic Collection),3,1,0,688226
1916,58180,An Introduction to Philosophical Logic,5,5,3,728921
497,157641,Jackie Chan's Project A,5,4,4,93709
951,10928,The Prince (Penguin Classics),4,3,3,591627
1076,198028,The Fantasia Anthology (3-Disc Collector's Edition),4,19,3,217965
1916,102754,Indecent Exposure,5,3,3,622100
1523,7938,Integrating Computer Technology into the Classroom (2nd Edition),4,8,8,282209
1523,12555,Who Hops?,5,0,0,570266
61,65431,The Making of the Atomic Bomb,5,1,1,340771
874,211437,Rurouni Kenshin - Holy War (Episodes 71-74),4,10,9,23040
1131,91987,Gettysburg--Culp's Hill and Cemetery Hill,2,14,9,115924
378,194339,Gone with the Wind,3,3,1,248806
1890,23892,Nine Stories,5,30,26,264638
1605,81794,Walk Two Moons (Thorndike Press Large Print Juvenile Series),5,1,1,327895
1235,120072,Atonement,5,9,8,250260
907,51467,We Were the Mulvaneys,3,10,6,362836
84,43838,The Short Forever,3,1,1,285538
385,69980,"The Lion, the Witch and the Wardrobe (The Chronicles of Narnia, Book 2)",4,1,1,520576
1665,74222,Lucky Man : A Memoir,5,1,1,281680
1502,36815,Fat Kid Rules the World,3,4,0,585371
980,28865,The Reader,1,14,6,347108
497,86634,First Knight,4,7,6,235686
167,153972,E.T. The Extra-Terrestrial,5,2,0,739311
1916,10245,Lyddie (Puffin Books),5,1,0,706056
1019,161969,Steven Curtis Chapman: Greatest Hits,4,5,3,111609
